131.067626953,33.382301331,0.731599152
144.277587891,39.520759583,1.133489370
83.149902344,24.510700226,0.321520448
126.389648438,36.245414734,0.709955275
170.795776367,31.836944580,0.493335515
160.723754883,39.485202789,1.033677220
184.847656250,21.842044830,0.013952489
187.966064453,27.140151978,0.537747264
152.720214844,30.100248337,0.366954595
127.099609375,23.984687805,0.003238893
194.596191406,24.002883911,0.001145121
201.324584961,29.524673462,0.574923456
177.236572266,28.325023651,0.259573609
173.846801758,33.623325348,0.637628973
139.930297852,34.749629974,0.721103370
32.209716797,44.563137054,1.441229701
206.145751953,33.417270660,0.448363185
172.624389648,38.288318634,0.856120467
147.722412109,35.446231842,0.771634817
96.967163086,36.241661072,0.362398565
25.821289062,45.650897980,1.436020970
5.117431641,43.954334259,1.386527896
150.869995117,38.846717834,0.938594043
102.542114258,40.894100189,0.711628497
56.157958984,39.199840546,1.029524684
104.791748047,26.230209351,0.347266078
119.977416992,25.007806778,0.022858633
102.531372070,33.929328918,0.466348708
143.298950195,37.653652191,0.819106638
123.991821289,28.155908585,0.361535907
216.656982422,26.839782715,0.235039204
256.616333008,29.766275406,0.009704436
192.025390625,28.990835190,0.173226610
43.013183594,37.141483307,1.077032089
185.967895508,29.855188370,0.202130243
185.627807617,28.690006256,0.019236347
177.562866211,32.708015442,0.705090702
76.493896484,38.678684235,1.121023417
175.598144531,32.769969940,0.801864207
167.692016602,32.274665833,0.750660837
140.228271484,32.964508057,0.628089607
130.276733398,35.256195068,0.856697619
185.266601562,25.780645370,0.089733094
168.899536133,28.129827499,0.195530429
166.816284180,20.055175781,0.016985094
170.869262695,22.382949829,0.179506972
66.582885742,32.371311188,0.389120013
92.469848633,31.773620605,0.097099930
271.381713867,30.571920395,0.141950786
162.898071289,32.720912933,0.541994154
194.811157227,27.213861465,0.296559662
318.378295898,29.009586334,0.077109575
195.914672852,38.669380188,0.986119032
182.085815430,37.596778870,0.806366324
74.319824219,31.421524048,0.762243509
164.137695312,39.338275909,1.047059894
88.534912109,22.836845398,0.183824211
132.416137695,35.826931000,0.427506298
137.933105469,26.507951736,0.293850839
102.569580078,23.089437485,0.018309174
152.656127930,41.423851013,0.786290944
78.280883789,42.977573395,1.043786764
60.974365234,41.681259155,1.273750424
122.060424805,42.788627625,0.952842236
199.128295898,37.652999878,0.861835063
160.751098633,40.644546509,0.720168829
26.320922852,43.907459259,1.339684963
44.919677734,37.144069672,1.067759037
223.458007812,28.666851044,0.325072587
175.811767578,33.801139832,0.622981548
138.745239258,33.060241699,0.727075636
146.598754883,39.928375244,1.133894682
81.109619141,20.529523849,0.069067121
80.842041016,21.117944717,0.018487368
170.515991211,32.267395020,0.593676209
157.325195312,38.873497009,0.933240294
189.663940430,22.405258179,0.029187841
204.214477539,28.341522217,0.574669361
156.800781250,24.189039230,0.024186537
128.604736328,27.305351257,0.309204787
198.275390625,24.791450500,0.075545460
195.432983398,28.817186356,0.555056810
186.211791992,28.723344803,0.310914487
179.551879883,34.049919128,0.682156384
36.490966797,43.793708801,1.408017755
34.183105469,31.387954712,0.934094429
187.565307617,35.041625977,0.615895152
158.001220703,39.504264832,0.963812828
126.579711914,37.671466827,0.735934019
121.302124023,37.890617371,0.423791260
25.252685547,40.676483154,1.029210329
21.372802734,35.965705872,1.094971538
142.547119141,39.259277344,0.970047832
96.830810547,40.106906891,0.742569208
68.600341797,37.446720123,0.995437801
193.149291992,21.872158051,0.245892018
104.204345703,19.765691757,0.082787670
119.333251953,30.033245087,0.171767086
138.086914062,37.810394287,0.821319401
118.985229492,29.498477936,0.394314289
141.391967773,26.535615921,0.369288325
276.778320312,28.725006104,0.000345267
184.429077148,29.045967102,0.145634025
43.347656250,37.791633606,1.124696255
184.979980469,30.945037842,0.281240851
194.667114258,29.582109451,0.098330393
169.372680664,33.200038910,0.740441620
80.039306641,39.460395813,1.162333965
196.736816406,32.588233948,0.794695199
180.870849609,31.804159164,0.728862643
121.959228516,33.735225677,0.694624722
144.009155273,38.499320984,1.056081653
159.221801758,23.925914764,0.020403266
190.855224609,31.672883987,0.439835548
193.538696289,21.752536774,0.050441515
178.394042969,25.268772125,0.427111387
110.559936523,38.153656006,0.680265069
105.097900391,34.967979431,0.128514752
255.036621094,29.591554642,0.209877267
253.542602539,32.424377441,0.410934031
143.832153320,26.315036774,0.258625835
317.460693359,28.718475342,0.040147316
196.384155273,38.643295288,1.017448068
179.040527344,37.960475922,0.860022962
67.831054688,32.565753937,0.856357574
200.401733398,38.667236328,1.097729921
85.747924805,23.990140915,0.150252640
100.478027344,34.675388336,0.295549184
187.719116211,26.667375565,0.291985571
105.773315430,25.815029144,0.107549138
145.782592773,41.805950165,0.796141207
76.809814453,43.100181580,1.052104712
56.726562500,42.204151154,1.299707770
125.641845703,42.606945038,0.895871937
200.032348633,37.706779480,0.891324759
154.135375977,40.397293091,0.678428352
