1.074886763347046692e+00,8.857649500334110826e+01
1.013780822943333160e+00,7.755040165822171616e+01
9.434132774743901884e-01,6.924587910110417965e+01
8.506443212302636780e-01,5.057802207588869692e+01
8.396384177388633852e-01,5.086431634738207208e+01
8.458394523924790409e-01,6.036973531007971161e+01
9.938914902756081915e-01,9.609247546938239282e+01
1.268181062566838602e+00,1.767103633722157383e+02
1.251454575364383759e+00,1.712684748606977791e+02
1.198539523462782697e+00,1.500017788977919224e+02
9.204134219598953948e-01,6.245522196531207015e+01
8.437867223555648444e-01,4.984347766944294733e+01
8.869302382351851310e-01,6.284200142177635229e+01
7.953648000243692673e-01,1.716040502826511016e+01
1.267888628586384403e+00,2.066366194872043138e+02
1.267171080562162322e+00,2.064524455966005974e+02
1.260518399147266155e+00,2.046286550614723581e+02
1.222803173256547860e+00,1.881368372034919503e+02
9.070290450843776497e-01,6.145087519439113777e+01
8.400768784997311167e-01,4.824103812407795289e+01
7.958309687973863511e-01,3.261705288548770909e+01
9.934937759156942105e-01,1.046949906298095243e+02
9.842531677066933549e-01,1.024682575598870358e+02
9.840135228354087715e-01,1.024112250563676980e+02
9.810407617290822779e-01,1.019331788983434564e+02
9.913503791246782715e-01,1.018374428349280265e+02
9.578953633214590813e-01,8.756695407297426925e+01
8.109971790303102113e-01,3.598981805986613125e+01
9.832550783812968875e-01,1.025139912719128432e+02
9.928611377566040064e-01,1.047653388553948020e+02
9.832312916430738792e-01,1.025082779857679469e+02
9.829963267920307501e-01,1.024510501270250558e+02
1.001742160913238866e+00,1.044087360444709702e+02
9.913503790756147405e-01,1.018374428177054369e+02
9.575215792527057568e-01,8.737806122057358493e+01
9.832409477437444867e-01,1.025099341711435272e+02
9.832550783812982198e-01,1.025139912719128432e+02
9.928611377566041174e-01,1.047653388553948020e+02
9.832312916430691052e-01,1.025082779857679469e+02
9.829963267920346359e-01,1.024510501270250558e+02
1.001742160913239532e+00,1.044087360444709702e+02
9.913503790756087453e-01,1.018374428177030353e+02
9.830108210575531080e-01,1.024541786739176956e+02
9.832409477437448198e-01,1.025099341711435272e+02
9.832550783812988859e-01,1.025139912719128432e+02
9.928611377565966789e-01,1.047653388553924430e+02
9.832312916430728800e-01,1.025082779857679469e+02
9.829963267920329706e-01,1.024510501270250558e+02
1.001742160913239976e+00,1.044087360444709702e+02
