2.819989442825317383e+00 2.966353893280029297e+00 2.418702363967895508e+00 2.561779260635375977e+00 3.307108402252197266e+00 2.598832368850708008e+00 2.791425943374633789e+00 3.307108402252197266e+00 2.413703680038452148e+00 -6.308343261480331421e-02 -6.435854360461235046e-03 -7.825314253568649292e-02
2.388542890548706055e+00 3.008305072784423828e+00 2.856393575668334961e+00 2.561779260635375977e+00 3.307108402252197266e+00 2.598832368850708008e+00 2.606526613235473633e+00 2.834230899810791016e+00 2.639793157577514648e+00 -1.095556840300559998e-01 -1.862108334898948669e-02 -9.529024362564086914e-02
2.537666559219360352e+00 3.766402721405029297e+00 2.572774648666381836e+00 2.749032258987426758e+00 4.225696563720703125e+00 2.400229215621948242e+00 2.767313718795776367e+00 3.766402721405029297e+00 2.406966447830200195e+00 -7.615468651056289673e-02 -4.578400403261184692e-03 -1.054755225777626038e-01
2.370568990707397461e+00 4.225696563720703125e+00 2.783199548721313477e+00 2.537666559219360352e+00 3.766402721405029297e+00 2.572774648666381836e+00 2.377350091934204102e+00 3.766402721405029297e+00 2.802421808242797852e+00 -1.054755225777626038e-01 -4.638905171304941177e-03 -7.363235950469970703e-02
2.561779260635375977e+00 3.307108402252197266e+00 2.598832368850708008e+00 2.767313718795776367e+00 3.766402721405029297e+00 2.406966447830200195e+00 2.791425943374633789e+00 3.307108402252197266e+00 2.413703680038452148e+00 -8.502855151891708374e-02 -6.011050194501876831e-03 -1.054754182696342468e-01
2.377350091934204102e+00 3.766402721405029297e+00 2.802421808242797852e+00 2.561779260635375977e+00 3.307108402252197266e+00 2.598832368850708008e+00 2.384131669998168945e+00 3.307108402252197266e+00 2.828479051589965820e+00 -1.054754182696342468e-01 -6.186373531818389893e-03 -8.159253001213073730e-02
2.798121213912963867e+00 2.017742156982421875e+00 3.359299898147583008e+00 2.544896841049194336e+00 2.388520240783691406e+00 3.110903024673461914e+00 2.649499654769897461e+00 1.890476822853088379e+00 3.152855157852172852e+00 -1.081575006246566772e-01 -1.535970717668533325e-02 8.733230084180831909e-02
2.757823228836059570e+00 2.847814559936523438e+00 3.374222040176391602e+00 2.518564462661743164e+00 3.307108402252197266e+00 3.163254022598266602e+00 2.502145051956176758e+00 2.852249622344970703e+00 3.079714536666870117e+00 -1.343298256397247314e-01 -1.652358099818229675e-02 1.163702830672264099e-01
2.518564462661743164e+00 3.307108402252197266e+00 3.163254022598266602e+00 2.388542890548706055e+00 3.008305072784423828e+00 2.905823469161987305e+00 2.502145051956176758e+00 2.852249622344970703e+00 3.079714536666870117e+00 -9.213267266750335693e-02 -6.635077297687530518e-03 5.423527956008911133e-02
2.508951902389526367e+00 3.766402721405029297e+00 3.188943624496459961e+00 2.728987455368041992e+00 4.225696563720703125e+00 3.385318994522094727e+00 2.499340295791625977e+00 4.225696563720703125e+00 3.206882715225219727e+00 -8.195468783378601074e-02 -5.834721028804779053e-03 1.054755225777626038e-01
2.508951902389526367e+00 3.766402721405029297e+00 3.188943624496459961e+00 2.370568990707397461e+00 4.225696563720703125e+00 2.977236032485961914e+00 2.377350091934204102e+00 3.766402721405029297e+00 2.959296464920043945e+00 -1.054755225777626038e-01 -3.918139263987541199e-03 6.044390052556991577e-02
2.748211622238159180e+00 3.307108402252197266e+00 3.377920866012573242e+00 2.508951902389526367e+00 3.766402721405029297e+00 3.188943624496459961e+00 2.518564462661743164e+00 3.307108402252197266e+00 3.163254022598266602e+00 -9.859526157379150391e-02 -7.963042706251144409e-03 1.054756343364715576e-01
2.518564462661743164e+00 3.307108402252197266e+00 3.163254022598266602e+00 2.377350091934204102e+00 3.766402721405029297e+00 2.959296464920043945e+00 2.384131669998168945e+00 3.307108402252197266e+00 2.933606863021850586e+00 -1.054756343364715576e-01 -5.010895431041717529e-03 6.174421682953834534e-02
2.544896841049194336e+00 2.388520240783691406e+00 3.110903024673461914e+00 2.757823228836059570e+00 2.847814559936523438e+00 3.374222040176391602e+00 2.502145051956176758e+00 2.852249622344970703e+00 3.079714536666870117e+00 -1.364334672689437866e-01 -4.616506863385438919e-03 1.183758750557899475e-01
2.504076719284057617e+00 4.684990882873535156e+00 2.537349939346313477e+00 2.719379186630249023e+00 5.144284725189208984e+00 2.386754274368286133e+00 2.733723402023315430e+00 4.684990882873535156e+00 2.393491506576538086e+00 -6.607329100370407104e-02 -3.610720857977867126e-03 -1.054753065109252930e-01
2.357006788253784180e+00 5.144284725189208984e+00 2.752170801162719727e+00 2.504076719284057617e+00 4.684990882873535156e+00 2.537349939346313477e+00 2.363787889480590820e+00 4.684990882873535156e+00 2.766997098922729492e+00 -1.054755300283432007e-01 -3.637224435806274414e-03 -6.443379074335098267e-02
2.476793050765991211e+00 5.603579044342041016e+00 2.509138345718383789e+00 2.694205999374389648e+00 6.062873363494873047e+00 2.373279809951782227e+00 2.706439733505249023e+00 5.603579044342041016e+00 2.380017042160034180e+00 -5.930468067526817322e-02 -3.126818686723709106e-03 -1.054754182696342468e-01
