2.740448951721191406e+00 7.967469215393066406e+00 3.269644975662231445e+00 2.919462203979492188e+00 7.940175056457519531e+00 3.605103254318237305e+00 2.713347911834716797e+00 7.940175056457519531e+00 3.605103254318237305e+00 0.000000000000000000e+00 -6.914274394512176514e-02 -5.625716410577297211e-03
2.935472488403320312e+00 7.924043178558349609e+00 3.940561056137084961e+00 2.705896854400634766e+00 7.932667732238769531e+00 4.276019096374511719e+00 2.697331428527832031e+00 7.924043178558349609e+00 3.940561056137084961e+00 0.000000000000000000e+00 -7.988633215427398682e-02 2.053860342130064964e-03
2.713347911834716797e+00 7.940175056457519531e+00 3.605103254318237305e+00 2.935472488403320312e+00 7.924043178558349609e+00 3.940561056137084961e+00 2.697331428527832031e+00 7.924043178558349609e+00 3.940561056137084961e+00 0.000000000000000000e+00 -7.988627254962921143e-02 -3.841662546619772911e-03
2.774810791015625000e+00 8.001933097839355469e+00 3.101915121078491211e+00 2.892371654510498047e+00 7.967469215393066406e+00 3.269644975662231445e+00 2.740448951721191406e+00 7.967469215393066406e+00 3.269644975662231445e+00 0.000000000000000000e+00 -2.548197284340858459e-02 -5.235846154391765594e-03
2.904856204986572266e+00 7.954886913299560547e+00 4.611476898193359375e+00 2.750022888183593750e+00 7.977105617523193359e+00 4.946934700012207031e+00 2.727959871292114258e+00 7.954886913299560547e+00 4.611476898193359375e+00 0.000000000000000000e+00 -5.934125557541847229e-02 3.930407110601663589e-03
2.860747575759887695e+00 7.999324798583984375e+00 5.282393455505371094e+00 2.794222593307495117e+00 8.021478652954101562e+00 5.561923980712890625e+00 2.772085905075073242e+00 7.999324798583984375e+00 5.282393455505371094e+00 0.000000000000000000e+00 -2.478364296257495880e-02 1.964197726920247078e-03
2.882801532745361328e+00 7.977105617523193359e+00 4.946934700012207031e+00 2.772085905075073242e+00 7.999324798583984375e+00 5.282393455505371094e+00 2.750022888183593750e+00 7.977105617523193359e+00 4.946934700012207031e+00 0.000000000000000000e+00 -4.454175755381584167e-02 2.950232708826661110e-03
2.919462203979492188e+00 8.147133827209472656e+00 3.605103254318237305e+00 2.740448951721191406e+00 8.120042800903320312e+00 3.269644975662231445e+00 2.713347911834716797e+00 8.147133827209472656e+00 3.605103254318237305e+00 0.000000000000000000e+00 6.914274394512176514e-02 -5.583847872912883759e-03
2.705896854400634766e+00 8.154582977294921875e+00 4.276019096374511719e+00 2.935472488403320312e+00 8.163145065307617188e+00 3.940561056137084961e+00 2.697331428527832031e+00 8.163145065307617188e+00 3.940561056137084961e+00 0.000000000000000000e+00 7.988633215427398682e-02 2.038984792307019234e-03
2.935472488403320312e+00 8.163145065307617188e+00 3.940561056137084961e+00 2.713347911834716797e+00 8.147133827209472656e+00 3.605103254318237305e+00 2.697331428527832031e+00 8.163145065307617188e+00 3.940561056137084961e+00 0.000000000000000000e+00 7.988628000020980835e-02 -3.812933107838034630e-03
