1.404266238212585449e+00 3.790204286575317383e+00 2.354615449905395508e+00 2.286520719528198242e+00 4.495506286621093750e+00 2.354615926742553711e+00 2.286514997482299805e+00 3.790193319320678711e+00 2.354615926742553711e+00 3.363194309713435359e-07 -2.728484105318784714e-12 -6.222614645957946777e-01
2.286520719528198242e+00 4.236266136169433594e+00 2.575890302658081055e+00 1.976247310638427734e+00 4.430183410644531250e+00 2.703579187393188477e+00 1.848598480224609375e+00 4.324078559875488281e+00 2.619446516036987305e+00 -2.766367979347705841e-03 -4.240346699953079224e-02 5.767482891678810120e-02
1.404241442680358887e+00 4.907768249511718750e+00 2.354615926742553711e+00 2.286520719528198242e+00 5.590352058410644531e+00 2.354615449905395508e+00 2.286520719528198242e+00 4.907777786254882812e+00 2.354615926742553711e+00 4.547473508864641190e-12 -4.207035431136318948e-07 -6.022211313247680664e-01
2.286520719528198242e+00 5.182319164276123047e+00 2.588810205459594727e+00 2.057714223861694336e+00 4.911779403686523438e+00 2.744088411331176758e+00 2.304163932800292969e+00 4.887671947479248047e+00 2.756901502609252930e+00 2.769120037555694580e-04 4.119998961687088013e-02 7.219038903713226318e-02
2.698792219161987305e+00 4.495506286621093750e+00 2.354615926742553711e+00 2.971049070358276367e+00 4.001509666442871094e+00 2.432720422744750977e+00 2.698786258697509766e+00 3.790188074111938477e+00 2.354615926742553711e+00 5.508852377533912659e-02 -4.655390739571885206e-07 -1.920306682586669922e-01
2.981080055236816406e+00 4.495506286621093750e+00 2.571702718734741211e+00 2.779593467712402344e+00 4.345994949340820312e+00 2.630324125289916992e+00 2.954084634780883789e+00 4.243653297424316406e+00 2.579559087753295898e+00 1.358935981988906860e-02 4.435423761606216431e-07 4.670887812972068787e-02
2.698792219161987305e+00 4.907777786254882812e+00 2.354615926742553711e+00 2.982518434524536133e+00 5.426436424255371094e+00 2.429282426834106445e+00 3.727250337600708008e+00 4.907801628112792969e+00 2.354616403579711914e+00 -1.532872374809812754e-06 7.679123431444168091e-02 -5.334119796752929688e-01
2.981082439422607422e+00 4.907777786254882812e+00 2.571718931198120117e+00 2.757416009902954102e+00 5.098971843719482422e+00 2.636647939682006836e+00 2.642445325851440430e+00 5.040650367736816406e+00 2.670121908187866211e+00 1.018677931278944016e-02 2.207048237323760986e-05 3.502626717090606689e-02
2.286520719528198242e+00 4.495506286621093750e+00 2.354615926742553711e+00 2.698786258697509766e+00 3.790188074111938477e+00 2.354615926742553711e+00 2.286514997482299805e+00 3.790193319320678711e+00 2.354615926742553711e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -2.907802462577819824e-01
2.662642717361450195e+00 4.414724349975585938e+00 2.664417028427124023e+00 2.286520719528198242e+00 4.236266136169433594e+00 2.575890302658081055e+00 2.779593467712402344e+00 4.345994949340820312e+00 2.630324125289916992e+00 -2.300366759300231934e-07 -2.317635715007781982e-02 4.672145843505859375e-02
2.286520719528198242e+00 4.907777786254882812e+00 2.354615926742553711e+00 2.698792219161987305e+00 5.590351104736328125e+00 2.354616403579711914e+00 2.698792219161987305e+00 4.907777786254882812e+00 2.354615926742553711e+00 0.000000000000000000e+00 1.965863702935166657e-07 -2.814055383205413818e-01
