2.079410092421501294e-04 -1.161028075234115742e-03 -1.008607702701874373e-02
6.139029975681791493e-04 -3.489235056124266945e-03 -3.025786697157221636e-02
1.004974016190043505e-03 -5.826416850196945024e-03 -5.042856460167532973e-02
-1.348205880815015649e-03 1.305351316059641950e-03 -5.274142019670065296e-02
-3.442119691800063518e-04 8.705093980359965202e-04 -3.734140659357313048e-03
-6.782428092281526238e-03 1.939806799595965303e-02 -3.588674896050670499e-02
-1.168329469253717549e-02 3.620139706982770239e-02 -2.034024873694037852e-02
-1.647733209989694220e-02 5.311389347012544088e-02 -4.793014224299315187e-03
-2.116436724897496555e-02 7.013314939491273325e-02 1.075439332227261756e-02
-1.499724663223371383e-02 6.481603554171484760e-02 2.797202690463028441e-02
1.832646516973135365e-03 3.683923050317252507e-02 4.685926496573578764e-02
8.255699483290377576e-04 1.651263912532227769e-03 4.350456817359730187e-03
1.974460852525529095e-02 6.307479325844149790e-03 6.718516143690196618e-02
3.372032291549868083e-02 -2.040802916194345631e-02 8.070705903545194460e-02
2.989147208233068273e-02 -3.518954387975544579e-02 7.067189285886120442e-02
2.784511521445385065e-03 -3.455354427995208089e-02 2.312943971342579924e-02
-2.431611243284294982e-02 -3.330715214078570907e-02 -2.441384840196375930e-02
-3.350568084775609745e-02 -1.232141351779596390e-02 -5.346347454606310140e-02
-6.903815440038070864e-03 3.144555703004680344e-03 -1.480215394900193451e-02
-2.238988404954474903e-02 3.773775470868671184e-02 -6.661946020742415264e-02
-1.318637987623669412e-02 7.766961957222857926e-02 -7.717143649950612694e-02
-3.137302520826073474e-03 5.877439912809869632e-02 -5.605950887460207227e-02
5.501932703178713134e-04 2.968641951104129817e-02 -3.526658445133840081e-02
-9.280347104675174333e-03 4.219089907019352159e-02 -7.011336521390522381e-02
-3.533402141033442634e-02 -7.846445591439680720e-03 -3.450124373560178870e-02
-1.948825413841477616e-02 -1.524759886405551400e-02 -3.724373052027933183e-03
-3.991864212894592756e-02 -4.815442111793196561e-02 -1.064087480919344297e-02
-6.358172381859706658e-03 -2.965127714131514727e-02 -1.491615319138271840e-02
2.094953265082924107e-02 -4.100244871850475953e-02 -3.390277206775754726e-02
2.701287654845447792e-02 -5.249704566204361177e-03 -9.947692646388518398e-03
4.094969242766940271e-02 5.147495060446647883e-03 -3.624945386511727648e-03
-1.173921406270597365e-02 -2.085330458977064511e-02 -1.425515295298234765e-02
-6.459230134238316823e-02 -4.566567192015213994e-02 -2.488484590681821346e-02
-7.405294836737365792e-03 -4.635077278059948798e-03 -2.290541012386525938e-03
-8.639232972053095816e-02 -4.511835212314110194e-02 2.222972404358132027e-04
-7.825152484647554529e-02 -2.365978977376824791e-02 5.252975763384657576e-02
-1.820451884129955025e-02 -2.663477713190052186e-03 1.045135942548849062e-01
4.757038144049634959e-02 1.336619371992009420e-02 1.080699385609233260e-01
3.446968603582651475e-02 1.244159330953091037e-02 4.037865108365086553e-02
7.810752036770955697e-02 3.168014320412226859e-02 3.907428384284033357e-02
9.792999910103437899e-02 4.293811385546645459e-02 -5.478133089100388139e-03
4.759596052034995028e-02 2.222109192813728415e-02 -1.104304684751559844e-02
1.401907872750575955e-02 1.270550314074386442e-02 4.205302716805356562e-03
-7.350423822774339311e-02 -1.855576940580517739e-02 3.394078390311638938e-02
-5.265892233126744787e-03 -1.467928067441924079e-03 2.204507049258318859e-03
-2.851137747000894590e-02 -6.647918250614073821e-03 1.241848646908242336e-02
-7.028119288393895603e-02 1.298782588051280128e-02 5.665818258863359463e-02
