3.166281399557696830e+00 4.425139115276573776e+00 2.225010946852296723e+00 -2.792835346817529972e-05 1.178984959461062455e-07 6.701989881823280012e-06
3.166205334492172785e+00 4.425118572876081124e+00 2.225018622604653551e+00 -1.097867499990859198e-06 -8.007456266681905097e-06 -3.774668650642198395e-06
3.166338365676757860e+00 4.426233380156110897e+00 2.225507896715750444e+00 5.274079402084523539e-05 4.330548833512641430e-04 1.903703828711076566e-04
3.164053645097365308e+00 4.365294821396407343e+00 2.199955521516953283e+00 -9.736956606348367736e-04 -2.367130941108472678e-02 -9.935344809493583743e-03
3.157580445475801856e+00 4.214352000869112658e+00 2.136617474800986294e+00 -2.045244298336812601e-03 -4.584123946314714454e-02 -1.923394686710644050e-02
3.145823997835354380e+00 3.958311302300178802e+00 2.026085505641703755e+00 -2.450674568140997697e-03 -5.180512981177654713e-02 -2.291991180247224258e-02
3.132526937393739441e+00 3.708884468855132344e+00 1.896798753915039271e+00 -4.310434931939155327e-03 -7.435991401922757704e-02 -4.247727159269915759e-02
3.112857330557963209e+00 3.435813247928813485e+00 1.719870436177582285e+00 -7.136404034768473528e-03 -8.436340973906203411e-02 -6.036508351747089246e-02
3.071505809642969265e+00 3.004372293674352878e+00 1.395484694299466089e+00 -8.625507764142678960e-03 -8.017378391965469808e-02 -6.334673326803220983e-02
3.026363393374833066e+00 2.583729091240563935e+00 1.063430546019215939e+00 -8.590943273410894809e-03 -8.024856670454894036e-02 -6.328960320315553389e-02
2.981309145285349071e+00 2.162893139783806262e+00 7.315233797506536240e-01 -8.591725717512247243e-03 -8.024722058447178452e-02 -6.329067836378202139e-02
2.936251808443377520e+00 1.742057676978302494e+00 3.996107814637390732e-01 -8.592126413268218535e-03 -8.024838113153663632e-02 -6.329167482583319959e-02
2.891234773049699669e+00 1.321385296813228694e+00 6.783480129760362243e-02 -8.576222930657661711e-03 -8.018505870374108280e-02 -6.323857596301309114e-02
2.844788659320685476e+00 8.917165392803718671e-01 -2.710685026035715151e-01 -9.144464785364455478e-03 -8.367816104094770446e-02 -6.600984043618679520e-02
2.842752990072717090e+00 8.727065579038195686e-01 -2.860629057219381544e-01 -8.778796969118386403e-03 -8.369721218485036418e-02 -6.600992669138196212e-02
2.797298570630348813e+00 4.426325346106005365e-01 -6.250623819426988081e-01 -8.549544316969668462e-03 -8.032220677227834560e-02 -6.327516719045815641e-02
2.744902061022173267e+00 4.079992664615577497e-02 -9.519248113567393421e-01 -1.141806465076009372e-02 -7.292030129506041347e-02 -6.138119023033105498e-02
2.671064759450946902e+00 -3.510428559748673960e-01 -1.294997777008042306e+00 -1.674919615277065121e-02 -7.650728072453723272e-02 -6.945742069304321198e-02
2.613308827125692346e+00 -6.150644086030898627e-01 -1.533773230293745460e+00 -1.681708008750262481e-02 -7.693197451129821229e-02 -6.930965766766761238e-02
2.554070960787861999e+00 -9.477825286703894792e-01 -1.896496098108532591e+00 -5.719429426704798931e-03 -4.998082808997356824e-02 -6.902288650407788217e-02
2.555185528117823068e+00 -9.695836567615099266e-01 -1.938767089891319850e+00 9.491160253875197128e-03 -2.367886457269424011e-02 -7.379168413501384360e-02
2.453640394613166631e+00 -1.052432389363478382e+00 -2.395454051426234798e+00 -4.818549264214664479e-02 -7.798752017933609400e-03 -1.003761858412724473e-01
2.054200468068798191e+00 -1.028739529669657760e+00 -2.897043441942518172e+00 -1.041009261603462466e-01 1.694967789034840591e-02 -9.091623786984812106e-02
1.528516914754772360e+00 -8.745984081391983134e-01 -3.267845156078039270e+00 -9.633170783909388024e-02 4.181970969957134882e-02 -5.049735650572467066e-02
1.023054635541236213e+00 -6.551772519524756699e-01 -3.534173718742350090e+00 -9.644009236924315498e-02 4.186198461645627977e-02 -5.107304593651861013e-02
5.222498994783338899e-01 -5.081014555255395360e-01 -3.829183343814347218e+00 -9.461239825605388676e-02 1.422510283837522330e-02 -6.143552634385526789e-02
8.340584669802000861e-02 -5.078355122226961837e-01 -4.141622223291299143e+00 -8.886776040034452540e-02 -1.412473422791909843e-02 -6.915549626581078690e-02
-3.722456091017647406e-01 -5.822344835126943563e-01 -4.496926321134706583e+00 -8.490767747657680664e-02 -1.425723219905480725e-02 -6.634773270193305983e-02
-8.177273272968570428e-01 -6.570126317586995057e-01 -4.845024969881564836e+00 -8.498898745027282098e-02 -1.426102395819075705e-02 -6.640753578719152395e-02
-1.262720509067117636e+00 -7.316641868425710626e-01 -5.192455738273508814e+00 -8.472124722377538664e-02 -1.420967133995911479e-02 -6.609302146949397327e-02
-1.742645192497102258e+00 -8.163531263770480439e-01 -5.581961614032960206e+00 -9.831910437874495645e-02 -1.806047940035894125e-02 -8.245382667419520750e-02
-1.993474204077081646e+00 -8.715874852735751022e-01 -5.823071871039252834e+00 -8.387267303060963464e-02 -2.207401733773371733e-02 -9.267386784328519866e-02
-2.380656295474545825e+00 -1.032120584246091655e+00 -6.294700752517710995e+00 -6.382505492030282612e-02 -3.919035819633592821e-02 -8.719244020857085109e-02
-2.737096943385529890e+00 -1.296289997500395863e+00 -6.633104175242684697e+00 -7.215935264479601818e-02 -6.153976954460935178e-02 -4.186533523393425049e-02
-3.153021733347808553e+00 -1.665266071492420785e+00 -6.731012633012693591e+00 -8.650120429721108728e-02 -7.914850304687652549e-02 4.525737261544258636e-03
-3.267825285186787720e+00 -1.770374054718464096e+00 -6.725556084003506463e+00 -8.650820329462548253e-02 -7.924949571207530463e-02 3.697294526029018362e-03
-3.649723505573014837e+00 -2.156600519749464429e+00 -6.716423056442292427e+00 -5.911620329480073849e-02 -6.810352427353011384e-02 -2.142085376176648703e-04
-3.939519918918517938e+00 -2.557916623148376534e+00 -6.716423036522542134e+00 -5.144030121541234846e-02 -8.496370611969131237e-02 2.142161344548001957e-04
-4.068043810909995450e+00 -2.807653850957330111e+00 -6.716074604871033138e+00 -3.757509310866406771e-02 -8.801230688347720654e-02 2.709664304478588286e-05
-4.217039757484512208e+00 -3.273836076814885754e+00 -6.715877013044588395e+00 -1.925230347701821151e-02 -8.981507501109176062e-02 4.825945519095784989e-05
-4.258236132992245793e+00 -3.537609210266964954e+00 -6.716118910900004124e+00 -7.954091234557212134e-03 -8.443647425389314010e-02 -2.080474634343962141e-04
-4.268252619937425330e+00 -3.931007085944732804e+00 -6.716423044197160408e+00 4.169369308827111480e-03 -6.574213679307254476e-02 9.196501612685383106e-05
-4.257132128835424467e+00 -4.247895646480661647e+00 -6.716423050773285830e+00 9.363430367527811196e-05 -5.510245575418781100e-02 -9.196752407670227803e-05
-4.269017640742811537e+00 -4.533995864322411862e+00 -6.722511890022590642e+00 -4.624228519838181374e-03 -5.399894909960874234e-02 -2.230148612321875869e-03
-4.279567743406533786e+00 -4.660975243504931420e+00 -6.716423066603824488e+00 -4.399719746813299422e-03 -5.460517887025727324e-02 7.437842094626258282e-03
-4.307744133131137687e+00 -4.863919756640171954e+00 -6.716423080146792124e+00 -6.280630330084300758e-03 -2.278866157335669718e-02 -7.437847259241850244e-03
-4.319249929968857593e+00 -4.879711874565013652e+00 -6.831405641609851642e+00 1.973959934070241250e-03 1.674897174070237582e-02 -3.641334513505183751e-02
-4.291796839402691077e+00 -4.788069260510636305e+00 -6.972728378683544115e+00 1.260895925234765784e-02 3.184050092546963223e-02 -3.854098170764771319e-02
-4.226156495415416714e+00 -4.626371846472229876e+00 -7.162481694993328318e+00 1.242063981420302686e-02 2.982703737091410914e-02 -3.382572394928675535e-02
-4.160873138441812280e+00 -4.471156773550526431e+00 -7.375112067254777415e+00 1.247601155276069004e-02 2.936780453365763627e-02 -4.726566281718307116e-02
-4.118018407242258760e+00 -4.371221728006718266e+00 -7.562497994459541850e+00 1.084487405475672260e-02 2.503198907285447694e-02 -5.473358103194726071e-02
-4.065417608023937923e+00 -4.250046207076146665e+00 -7.833387869015000504e+00 9.207962509026151182e-03 2.118454415237811320e-02 -4.857638054676260975e-02
-4.014057924568035673e+00 -4.131898299626005411e+00 -8.103978973192072388e+00 1.038499042716572139e-02 2.387154479736637233e-02 -5.461963821134726421e-02
-3.972394526908865853e+00 -4.036358212482527463e+00 -8.321222026862569621e+00 1.056878935863239319e-02 2.417680485761090903e-02 -5.463516535617395087e-02
-3.942173072503724729e+00 -3.961353516818804987e+00 -8.590569729262062637e+00 9.163820970703317895e-04 4.447885480587384505e-03 -4.808665409858323830e-02
-3.959956968109990427e+00 -3.981970705089649787e+00 -8.841597155986805845e+00 -7.733215556330515390e-03 -1.229293658604454359e-02 -4.764831514921569200e-02
-3.992520753267605471e+00 -4.079772803552481619e+00 -9.083073540946688951e+00 -4.712056575275531262e-03 -2.501243584176941065e-02 -4.444414896852792035e-02
-3.992937906896951272e+00 -4.092380145522628077e+00 -9.097524203127399289e+00 2.535984176656231985e-03 -4.068321801444447355e-02 -3.085561749061176487e-02
-3.980522646675110909e+00 -4.172869307634178071e+00 -9.126064796916326216e+00 1.190686704806002104e-02 -5.301110814996082971e-02 -2.365133647302409322e-03
-3.905773119846227548e+00 -4.453022221039942607e+00 -9.092576641372961177e+00 1.659920351843896871e-02 -5.384151989360628360e-02 1.513659684098767576e-02
-3.787090329232928987e+00 -4.744272413990572979e+00 -8.971813566835928455e+00 2.865669683739919746e-02 -5.725847909302874544e-02 3.091912455103599036e-02
-3.758240303945422411e+00 -4.789331287779673652e+00 -8.939097722263319667e+00 4.170231411605498928e-02 -5.263227742137097098e-02 4.886607533383616891e-02
-3.539212643814515502e+00 -5.043522876313691228e+00 -8.678891001589034815e+00 4.184701401935982112e-02 -4.431002214373083725e-02 5.036962463263943562e-02
-3.318089878174383944e+00 -5.278152669775922234e+00 -8.412843632730876209e+00 4.248243414420330155e-02 -4.517293214428685227e-02 5.109353821137924134e-02
-3.100805768837044063e+00 -5.487289187485838937e+00 -8.140112811228556566e+00 4.292598371356872583e-02 -3.701735984500501009e-02 5.608772976662700083e-02
-2.876588800378350630e+00 -5.658250988491590583e+00 -7.835768574051887647e+00 4.260348477647522142e-02 -2.818232111931332981e-02 5.998080731310531655e-02
-2.629024759242802212e+00 -5.822517980395348403e+00 -7.487407235112081061e+00 5.179887408078181349e-02 -3.448372602553129856e-02 7.287464400387452801e-02
-2.530775892754562051e+00 -5.887605975200192354e+00 -7.349362160007375522e+00 5.197270312471204134e-02 -3.426289401752571212e-02 7.292967198033761811e-02
-2.292642202947246854e+00 -6.067609580087444776e+00 -7.010157842023920338e+00 3.884590583447753570e-02 -3.435873855905569735e-02 5.643354292667408095e-02
