3.581268489360809326e-01,-6.097092628479003906e-01,2.807581424713134766e-01,2.989128530025482178e-01,-6.097093820571899414e-01,3.575637340545654297e-01,2.909389138221740723e-01,-6.208334565162658691e-01,3.495895862579345703e-01,5.584999918937683105e-01,-7.089985013008117676e-01,4.305797517299652100e-01
3.581268489360809326e-01,-6.097092628479003906e-01,2.807581424713134766e-01,2.909389138221740723e-01,-6.208334565162658691e-01,3.495895862579345703e-01,3.483548462390899658e-01,-6.208333373069763184e-01,2.751159667968750000e-01,5.584965348243713379e-01,-7.090038657188415527e-01,4.305754601955413818e-01
2.221071422100067139e-01,-6.097093224525451660e-01,4.167773723602294922e-01,1.324236094951629639e-01,-6.097093820571899414e-01,4.536857604980468750e-01,1.295048892498016357e-01,-6.208334565162658691e-01,4.427936077117919922e-01,2.683901190757751465e-01,-7.089820504188537598e-01,6.521588563919067383e-01
2.221071422100067139e-01,-6.097093224525451660e-01,4.167773723602294922e-01,1.295048892498016357e-01,-6.208334565162658691e-01,4.427936077117919922e-01,2.164653837680816650e-01,-6.208333969116210938e-01,4.070055484771728516e-01,2.683885991573333740e-01,-7.089913487434387207e-01,6.521494388580322266e-01
-2.855249047279357910e-01,-6.097093820571899414e-01,-9.085464477539062500e-02,-2.263109534978866577e-01,-6.097093820571899414e-01,-1.676597595214843750e-01,-2.183370143175125122e-01,-6.208334565162658691e-01,-1.596860885620117188e-01,-5.585055947303771973e-01,-7.089894413948059082e-01,-4.305875003337860107e-01
-2.855249047279357910e-01,-6.097093820571899414e-01,-9.085464477539062500e-02,-2.183370143175125122e-01,-6.208334565162658691e-01,-1.596860885620117188e-01,-2.757529616355895996e-01,-6.208333969116210938e-01,-8.521270751953125000e-02,-5.584989190101623535e-01,-7.089995145797729492e-01,-4.305793941020965576e-01
-2.855248451232910156e-01,-6.097092628479003906e-01,2.807583808898925781e-01,-3.224334716796875000e-01,-6.097094416618347168e-01,1.910750865936279297e-01,-3.115409016609191895e-01,-6.208334565162658691e-01,1.881563663482666016e-01,-6.521447300910949707e-01,-7.089959383010864258e-01,2.683877050876617432e-01
-2.855248451232910156e-01,-6.097092628479003906e-01,2.807583808898925781e-01,-3.115409016609191895e-01,-6.208334565162658691e-01,1.881563663482666016e-01,-2.757529616355895996e-01,-6.208333373069763184e-01,2.751164436340332031e-01,-6.521454453468322754e-01,-7.089953422546386719e-01,2.683878540992736816e-01
-3.353115022182464600e-01,-6.097093224525451660e-01,9.495186805725097656e-02,-3.224335312843322754e-01,-6.097093820571899414e-01,-1.170158386230468750e-03,-3.115409314632415771e-01,-6.208334565162658691e-01,1.748561859130859375e-03,-6.989688277244567871e-01,-7.089946269989013672e-01,-9.364408254623413086e-02
-3.353115022182464600e-01,-6.097093224525451660e-01,9.495186805725097656e-02,-3.115409314632415771e-01,-6.208334565162658691e-01,1.748561859130859375e-03,-3.240278661251068115e-01,-6.208333373069763184e-01,9.495162963867187500e-02,-6.989679336547851562e-01,-7.089955210685729980e-01,-9.364373236894607544e-02
1.324236094951629639e-01,-6.097093820571899414e-01,4.536857604980468750e-01,3.630097210407257080e-02,-6.097093224525451660e-01,4.665634632110595703e-01,3.630097210407257080e-02,-6.208333969116210938e-01,4.552803039550781250e-01,9.364354610443115234e-02,-7.089799642562866211e-01,6.989837884902954102e-01
1.324236094951629639e-01,-6.097093820571899414e-01,4.536857604980468750e-01,3.630097210407257080e-02,-6.208333969116210938e-01,4.552803039550781250e-01,1.295048892498016357e-01,-6.208334565162658691e-01,4.427936077117919922e-01,9.364358335733413696e-02,-7.089805006980895996e-01,6.989832520484924316e-01
2.909389138221740723e-01,-6.208334565162658691e-01,3.495895862579345703e-01,2.989128530025482178e-01,-6.097093820571899414e-01,3.575637340545654297e-01,2.221071422100067139e-01,-6.097093224525451660e-01,4.167773723602294922e-01,4.305773973464965820e-01,-7.089995741844177246e-01,5.585005283355712891e-01
2.909389138221740723e-01,-6.208334565162658691e-01,3.495895862579345703e-01,2.221071422100067139e-01,-6.097093224525451660e-01,4.167773723602294922e-01,2.164653837680816650e-01,-6.208333969116210938e-01,4.070055484771728516e-01,4.305839538574218750e-01,-7.089914083480834961e-01,5.585058331489562988e-01
2.221071124076843262e-01,-6.097093224525451660e-01,-2.268743515014648438e-01,2.989127635955810547e-01,-6.097093820571899414e-01,-1.676599979400634766e-01,2.909388244152069092e-01,-6.208334565162658691e-01,-1.596863269805908203e-01,4.305879175662994385e-01,-7.089880108833312988e-01,-5.585070252418518066e-01
2.221071124076843262e-01,-6.097093224525451660e-01,-2.268743515014648438e-01,2.909388244152069092e-01,-6.208334565162658691e-01,-1.596863269805908203e-01,2.164652943611145020e-01,-6.208333969116210938e-01,-2.171025276184082031e-01,4.305844604969024658e-01,-7.089923024177551270e-01,-5.585041642189025879e-01
-1.495053619146347046e-01,-6.097093224525451660e-01,-2.268743515014648438e-01,-5.982172489166259766e-02,-6.097093820571899414e-01,-2.637829780578613281e-01,-5.690304934978485107e-02,-6.208334565162658691e-01,-2.528903484344482422e-01,-2.683862447738647461e-01,-7.089954018592834473e-01,-6.521460413932800293e-01
-1.495053619146347046e-01,-6.097093224525451660e-01,-2.268743515014648438e-01,-5.690304934978485107e-02,-6.208334565162658691e-01,-2.528903484344482422e-01,-1.438635438680648804e-01,-6.208333969116210938e-01,-2.171022891998291016e-01,-2.683856189250946045e-01,-7.089989781379699707e-01,-6.521422863006591797e-01
1.324235498905181885e-01,-6.097093820571899414e-01,-2.637827396392822266e-01,2.221071124076843262e-01,-6.097093224525451660e-01,-2.268743515014648438e-01,2.164652943611145020e-01,-6.208333969116210938e-01,-2.171025276184082031e-01,2.683862745761871338e-01,-7.089919447898864746e-01,-6.521496772766113281e-01
