2.296008723747254621e+00,6.484538534888885408e+01
2.278279721137969283e+00,6.121740502884631496e+01
2.186827089044562022e+00,5.823845810433854098e+01
2.261767126026709374e+00,7.745116280337414594e+01
2.350497453222641919e+00,1.127681080290903139e+02
2.207832681223010685e+00,1.191912000157379197e+02
1.605017712598969304e+00,6.265368297654686103e+01
2.431926470341870150e+00,6.342672311420326992e+01
2.501544582678322914e+00,7.715709871037134349e+01
2.408677325610624642e+00,7.486618686526507815e+01
2.136091956681415827e+00,5.828183133586024667e+01
2.302933692975184687e+00,7.493918089507832292e+01
2.399285738249617328e+00,1.136058555957026499e+02
2.215798235846313524e+00,1.191838848083075675e+02
2.517462991151293572e+00,1.245201672896022274e+02
2.517470352007214363e+00,1.245234709513596272e+02
2.522907291100080052e+00,1.249947885574429307e+02
2.265851630064270594e+00,6.123922039892931224e+01
2.097568397307431276e+00,5.829342092759890193e+01
2.300025200306769602e+00,7.457400973809373568e+01
2.616728553028286441e+00,1.146495930133706054e+02
2.291568878539111953e+00,6.049201893412575970e+01
2.289033683622204052e+00,6.051580224247667417e+01
2.289598395796652586e+00,6.056006339056254006e+01
2.305668128294026342e+00,6.194908298088270726e+01
2.303063134154816449e+00,6.124659491767052089e+01
2.124351058012257987e+00,5.832452535531322724e+01
2.279511061298483909e+00,5.281622032793836752e+01
2.331936202122408819e+00,6.261241861229639483e+01
2.331936797285309559e+00,6.261243095365929179e+01
2.331942825083273885e+00,6.261255509650261075e+01
2.332011599838477611e+00,6.261387458826514063e+01
2.335850721610939207e+00,6.319609797769545168e+01
2.315144345615893773e+00,6.124428378131903372e+01
2.145755594421772106e+00,5.835838307839259187e+01
2.331113167849686363e+00,6.225331461716572079e+01
2.331113230078976084e+00,6.225331599565232921e+01
2.328925554448062929e+00,6.262668529210460377e+01
2.331942825083503923e+00,6.261255509650360551e+01
2.332011599838694327e+00,6.261387458826618513e+01
2.335850729986665097e+00,6.319609796419658920e+01
2.315144345616114041e+00,6.124428378132058981e+01
2.331113161627557773e+00,6.225331447932409645e+01
2.331113167849685031e+00,6.225331461716572079e+01
2.331113230078971199e+00,6.225331599565232921e+01
2.328925554448062929e+00,6.262668529210460377e+01
2.331942825083505699e+00,6.261255509650362683e+01
2.332011599838688998e+00,6.261387458826619223e+01
2.335850729986668206e+00,6.319609796419658920e+01
